,조사연도,가구고유번호,수도권여부,가구주_성별코드,가구원수,노인가구코드,조손가구코드,한부모가구코드,다문화가구코드,장애인가구코드,교육정도_통합코드,동거코드,산업대분류코드,직업대분류코드,만연령,종사상지위코드,혼인상태코드,입주형태통합코드,전용면적규모코드,주택종류통합코드,부채보유여부,자산금액,부채금액,근로소득,사업소득,재산소득
4048,2016,214204181,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,Q,2,44,고용원이 있는 자영업자,배우자있음,전세,132.2㎡ 이상,아파트,부채 미보유,127560,0,0,18000,0
4049,2016,214500101,수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,5,49,임시.일용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,72300,2000,3000,0,2220
4050,2016,214500121,수도권,남자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,1인 가구,0,0,74,"기타(무직자, 가사, 학생 등)",이혼,월세,49.6㎡ 미만,아파트,부채 미보유,190,0,0,0,0
4051,2016,214500151,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,H,8,53,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 미보유,4550,0,1680,0,0
4052,2016,214500161,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,3,37,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,46400,0,15000,0,0
4053,2016,214500191,수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,G,5,40,고용원이 없는 자영업자,미혼,월세,49.6㎡ 미만,기타,부채 미보유,6860,0,0,3500,0
4054,2016,214501201,비수도권,여자,2,그 외 가구,그 외 가구,한부모 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,N,3,51,상용근로자,이혼,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,17155,3300,1800,0,0
4055,2016,214501221,비수도권,여자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,0,0,77,"기타(무직자, 가사, 학생 등)",배우자있음,기타,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 미보유,110,0,0,0,0
4056,2016,214503361,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,대학졸업 이상,같이 살고 있음,C,5,62,상용근로자,배우자있음,자기집,132.2㎡ 이상,연립 및 다세대,부채 보유,147390,57500,14420,0,0
4057,2016,214503381,수도권,여자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,64,"기타(무직자, 가사, 학생 등)",배우자있음,전세,132.2㎡ 이상,아파트,부채 미보유,121463,0,2250,0,0
4058,2016,214503391,수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,83,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,52390,300,0,0,540
4059,2016,214600101,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,M,2,66,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,136449,8250,13700,0,540
4060,2016,214600111,수도권,여자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,J,2,39,고용원이 있는 자영업자,미혼,전세,49.6㎡ 미만,아파트,부채 보유,6584,2100,0,3000,0
4061,2016,214600121,수도권,여자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,Q,2,59,상용근로자,사별,자기집,49.6㎡ 미만,아파트,부채 보유,62122,1800,3480,0,0
4062,2016,214600131,수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,1인 가구,T,2,36,"기타 종사자(실적급의 보험설계사, 대리 운전기사, 학습지 방문 교사 등)",미혼,월세,49.6㎡ 미만,단독주택,부채 미보유,1650,0,0,1200,0
4063,2016,214600141,수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,G,9,82,고용원이 없는 자영업자,사별,전세,49.6㎡ 미만,단독주택,부채 미보유,1020,0,0,60,0
4064,2016,214600151,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,같이 살고 있음,N,9,59,임시.일용근로자,배우자있음,월세,49.6㎡ 미만,단독주택,부채 미보유,7040,0,2160,0,0
4065,2016,214600161,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,70,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,30475,6000,0,1500,0
4066,2016,214600171,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,K,3,46,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,87390,30000,10000,0,0
4067,2016,214600311,수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,8,40,고용원이 있는 자영업자,배우자있음,자기집,49.6㎡ 미만,아파트,부채 보유,25640,10900,0,4200,0
4068,2016,214600331,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,5,37,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,29887,0,3600,0,0
4069,2016,214600351,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,I,4,36,상용근로자,배우자있음,전세,49.6㎡ 미만,단독주택,부채 보유,10906,7200,3600,0,0
4070,2016,214600361,수도권,여자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,5,54,상용근로자,이혼,월세,49.6㎡ 미만,단독주택,부채 미보유,620,0,2400,0,0
4071,2016,214600381,수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,1인 가구,0,0,68,"기타(무직자, 가사, 학생 등)",사별,자기집,49.6㎡ 미만,아파트,부채 미보유,12500,0,0,0,0
4072,2016,214600391,수도권,남자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,1인 가구,A,6,66,고용원이 없는 자영업자,사별,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 보유,54439,200,0,2000,0
4073,2016,215200131,수도권,여자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,P,2,45,상용근로자,이혼,월세,49.6㎡ 미만,연립 및 다세대,부채 보유,4698,1440,2465,0,0
4074,2016,215200171,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,M,2,33,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,1150,427,3000,0,0
4075,2016,215200191,수도권,여자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,N,3,61,"기타 종사자(실적급의 보험설계사, 대리 운전기사, 학습지 방문 교사 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,16490,12000,3000,1000,0
4076,2016,215200201,비수도권,여자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,같이 살고 있음,G,5,49,임시.일용근로자,배우자있음,월세,49.6㎡ 미만,단독주택,부채 보유,1938,580,1400,0,0
4077,2016,215200211,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,S,4,60,고용원이 없는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,43627,4000,0,1800,480
4078,2016,215200251,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,같이 살고 있음,F,7,58,임시.일용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 미보유,21662,0,1620,0,0
4079,2016,215200271,비수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,1인 가구,P,2,33,임시.일용근로자,미혼,월세,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 미보유,2800,0,2400,0,0
4080,2016,215200321,수도권,여자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,대학졸업 이상,같이 살고 있음,I,4,36,고용원이 없는 자영업자,미혼,자기집,132.2㎡ 이상,단독주택,부채 보유,98745,6000,0,960,2868
4081,2016,215200351,수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,F,7,64,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,69405,24500,1800,2000,0
4082,2016,215200361,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,7,48,상용근로자,배우자있음,자기집,49.6㎡ 미만,연립 및 다세대,부채 보유,12235,4800,3960,0,0
4083,2016,215200391,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,69,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,132.2㎡ 이상,아파트,부채 보유,135610,12000,10000,0,1120
4084,2016,215201101,수도권,여자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,중학교 졸업,같이 살고 있음,0,0,65,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,41260,500,0,1800,510
4085,2016,215201141,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,2,49,상용근로자,배우자있음,전세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,70896,0,8600,0,0
4086,2016,215201161,수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,같이 살고 있음,0,0,70,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,28105,500,0,0,0
4087,2016,215201191,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,K,2,45,상용근로자,배우자있음,전세,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,33162,3800,7200,0,0
4088,2016,215201251,비수도권,남자,6,그 외 가구,그 외 가구,그 외 가구,다문화 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,8,47,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 보유,29720,500,3600,0,0
4089,2016,215201271,비수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,1인 가구,S,4,61,고용원이 없는 자영업자,이혼,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,44480,8850,0,1200,1200
4090,2016,215201351,수도권,여자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,같이 살고 있음,0,0,75,"기타(무직자, 가사, 학생 등)",사별,전세,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 미보유,5230,0,0,0,0
4091,2016,215201361,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,F,8,48,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,33047,60,5550,0,0
4092,2016,215201381,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,L,3,44,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,33388,3500,2800,0,0
4093,2016,215201391,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,L,2,61,고용원이 없는 자영업자,배우자있음,전세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,105570,53000,0,5500,0
4094,2016,215202111,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,F,7,49,임시.일용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,17649,12488,3500,0,0
4095,2016,215202151,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,68,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,132.2㎡ 이상,아파트,부채 보유,215872,82300,3640,0,502
4096,2016,215202191,수도권,남자,5,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,대학졸업 이상,같이 살고 있음,0,0,70,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,132.2㎡ 이상,아파트,부채 보유,69590,10000,10000,0,360
4097,2016,215202351,수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,66,"기타(무직자, 가사, 학생 등)",사별,전세,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,18062,5868,0,0,540
4098,2016,215202361,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,H,8,66,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,39790,12400,3960,1800,0
4099,2016,215202371,수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,5,33,상용근로자,미혼,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,16640,0,3435,0,0
4100,2016,215202381,수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,68,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,35380,10000,0,0,0
4101,2016,215203141,수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,77,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,132.2㎡ 이상,아파트,부채 미보유,219400,0,0,0,340
4102,2016,215203331,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,63,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,132.2㎡ 이상,단독주택,부채 미보유,57608,0,720,0,0
4103,2016,215203361,수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,76,"기타(무직자, 가사, 학생 등)",배우자있음,월세,49.6㎡ 미만,아파트,부채 미보유,2200,0,1200,0,0
4104,2016,215204101,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,G,2,57,고용원이 없는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,153310,0,0,5000,1160
4105,2016,215500131,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,R,2,34,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,47072,24300,3800,7000,0
4106,2016,215500141,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,H,3,36,상용근로자,배우자있음,전세,49.6㎡ 미만,단독주택,부채 보유,8872,1400,2880,0,0
4107,2016,215500151,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,71,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,94890,40000,3000,0,0
4108,2016,215500161,수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,N,9,68,임시.일용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,49804,0,1190,0,120
4109,2016,215500171,수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,1인 가구,G,3,25,상용근로자,미혼,월세,49.6㎡ 미만,기타,부채 보유,4348,50,1659,0,0
4110,2016,215500181,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,K,3,32,상용근로자,배우자있음,전세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,21450,4000,8000,0,0
4111,2016,215502391,수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,1인 가구,N,9,64,임시.일용근로자,사별,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,45541,1800,1200,0,1020
4112,2016,215503301,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,1,53,"기타 종사자(실적급의 보험설계사, 대리 운전기사, 학습지 방문 교사 등)",배우자있음,전세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,31843,20000,0,12000,0
4113,2016,215503331,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,S,4,67,고용원이 없는 자영업자,사별,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,15388,6187,1400,1800,0
4114,2016,215503341,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,8,48,상용근로자,배우자있음,전세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,58630,12000,7039,2000,0
4115,2016,215503351,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,9,47,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,18290,2500,1800,1000,0
4116,2016,215503361,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,따로 살고 있음(직장),F,3,44,상용근로자,배우자있음,전세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,12693,202,5000,0,0
4117,2016,215503371,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,8,36,상용근로자,배우자있음,월세,49.6㎡ 미만,아파트,부채 보유,2282,874,3000,0,0
4118,2016,215503381,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,2,29,상용근로자,배우자있음,전세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,11950,0,4542,0,0
4119,2016,215503391,수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,J,2,34,상용근로자,배우자있음,전세,49.6㎡ 미만,연립 및 다세대,부채 보유,15140,700,7500,0,0
4120,2016,215600101,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,K,3,49,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,114982,0,19000,0,0
4121,2016,215600111,수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,73,"기타(무직자, 가사, 학생 등)",사별,월세,49.6㎡ 미만,단독주택,부채 미보유,1,0,0,0,0
4122,2016,215600121,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,H,8,74,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,77900,23000,0,1600,0
4123,2016,215600141,수도권,남자,5,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,같이 살고 있음,F,7,56,상용근로자,배우자있음,기타,49.6㎡ 미만,연립 및 다세대,부채 보유,988,1500,4600,0,0
4124,2016,215600151,수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,P,2,42,상용근로자,배우자있음,자기집,49.6㎡ 미만,연립 및 다세대,부채 미보유,25768,0,4800,900,0
4125,2016,215600181,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,2,53,상용근로자,배우자있음,전세,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,154480,7500,9000,0,2880
4126,2016,215600311,수도권,남자,5,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,Q,2,53,고용원이 있는 자영업자,배우자있음,자기집,132.2㎡ 이상,아파트,부채 보유,62200,5200,0,6000,3000
4127,2016,215600321,수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,H,5,41,임시.일용근로자,미혼,월세,49.6㎡ 미만,단독주택,부채 미보유,2700,0,4200,0,0
4128,2016,215600331,수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,C,4,57,상용근로자,이혼,전세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,11504,4000,2400,0,0
4129,2016,215600371,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,8,31,상용근로자,배우자있음,전세,49.6㎡ 미만,연립 및 다세대,부채 미보유,5300,0,2940,0,0
4130,2016,215600381,수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,0,0,74,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,45100,0,0,0,200
4131,2016,215600391,수도권,여자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,55,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,31090,0,1800,0,0
4132,2016,216200121,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,M,2,40,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,54940,19700,8800,0,0
4133,2016,216200131,수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,대학졸업 이상,같이 살고 있음,0,0,88,"기타(무직자, 가사, 학생 등)",사별,자기집,132.2㎡ 이상,단독주택,부채 보유,52500,15500,0,0,2760
4134,2016,216200141,수도권,남자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,75,"기타(무직자, 가사, 학생 등)",이혼,월세,49.6㎡ 미만,연립 및 다세대,부채 미보유,320,0,0,0,0
4135,2016,216200151,수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,G,9,64,임시.일용근로자,미혼,월세,49.6㎡ 미만,단독주택,부채 미보유,2870,0,1800,0,0
4136,2016,216200181,수도권,여자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,7,44,임시.일용근로자,이혼,전세,49.6㎡ 미만,단독주택,부채 보유,5106,1611,840,0,0
4137,2016,216200221,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,67,"기타(무직자, 가사, 학생 등)",사별,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,10238,0,0,0,0
4138,2016,216200281,비수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,G,7,44,상용근로자,미혼,자기집,49.6㎡ 미만,연립 및 다세대,부채 미보유,12650,0,2040,0,110
4139,2016,216200311,수도권,남자,5,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,G,3,51,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,89285,3000,0,6000,2040
4140,2016,216201101,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,M,2,51,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,56816,18581,7890,0,0
4141,2016,216201111,수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,82,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,34330,0,0,0,40
4142,2016,216201151,수도권,여자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,Q,4,64,임시.일용근로자,사별,월세,49.6㎡ 미만,아파트,부채 보유,2470,2000,2400,0,0
4143,2016,216201161,수도권,여자,2,그 외 가구,그 외 가구,한부모 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,56,"기타(무직자, 가사, 학생 등)",사별,월세,49.6㎡ 미만,아파트,부채 보유,285,2500,0,0,0
4144,2016,216201221,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,F,8,45,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,5176,1200,3600,0,0
4145,2016,216201301,수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,Q,2,50,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,52970,11000,6500,1050,0
4146,2016,216201331,수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,S,8,51,임시.일용근로자,이혼,월세,49.6㎡ 미만,단독주택,부채 미보유,1100,0,1800,0,0
